Province,City,Area
SULAWESI SELATAN,MAKASSAR,KEP. SANGKARANG
NUSA TENGGARA TIMUR,MALAKA,KOBALIMA-BET
NUSA TENGGARA TIMUR,MALAKA,KOBALIMA TIMUR-BET
NUSA TENGGARA TIMUR,MALAKA,MALAKA BARAT-BET
NUSA TENGGARA TIMUR,MALAKA,RINHAT-BET
NUSA TENGGARA TIMUR,MALAKA,SASITA MEAN
JAWA TIMUR,MALANG,KLOJEN
JAWA TIMUR,MALANG,SUKUN
JAWA TIMUR,MALANG,LOWOKWARU
NUSA TENGGARA TIMUR,BELU,RINHAT-ABU
NUSA TENGGARA TIMUR,BELU,SASITAMEAN
NUSA TENGGARA TIMUR,BELU,TASIFETO TIMUR
RIAU,BENGKALIS,BENGKALIS
BENGKULU,BENGKULU TENGAH,KARANG TINGGI
BENGKULU,BENGKULU TENGAH,PAGAR JATI
BENGKULU,BENGKULU TENGAH,PEMATANG TIGA
BENGKULU,BENGKULU TENGAH,TABA PENANJUNG
BENGKULU,BENGKULU TENGAH,TALANG EMPAT
BENGKULU,BENGKULU TENGAH,BANG HAJI
BENGKULU,BENGKULU TENGAH,MERIGI KELINDANG
BENGKULU,BENGKULU TENGAH,MERIGI SAKTI
BENGKULU,BENGKULU TENGAH,PONDOK KUBANG
BENGKULU,BENGKULU,GADING CEMPAKA
BENGKULU,BENGKULU,KAMPUNG MELAYU
BENGKULU,BENGKULU,MUARA BANGKAHULU
BENGKULU,BENGKULU,RATU AGUNG
BENGKULU,BENGKULU,RATU SAMBAN
BENGKULU,BENGKULU,SELEBAR
BENGKULU,BENGKULU,SUNGAI SERUT
BENGKULU,BENGKULU,TELUK SEGARA
BENGKULU,BENGKULU,SINGARAN PATI
PAPUA,BIAK,BIAK KOTA
NUSA TENGGARA BARAT,BIMA,RASANAE BARAT-BMU
NUSA TENGGARA BARAT,BIMA,RASANAE TIMUR-BMU
NUSA TENGGARA BARAT,BIMA,ASAKOTA-BMU
NUSA TENGGARA BARAT,BIMA,RABA-BMU
NUSA TENGGARA BARAT,BIMA,MPUNDA-BMU
SUMATERA UTARA,BINJAI,BINJAI KOTA
SUMATERA UTARA,BINJAI,BINJAI UTARA
SUMATERA UTARA,BINJAI,BINJAI SELATAN
SUMATERA UTARA,BINJAI,BINJAI BARAT
SUMATERA UTARA,BINJAI,BINJAI TIMUR
KEPULAUAN RIAU,BINTAN,BINTAN PESISIR
KEPULAUAN RIAU,BINTAN,BINTAN TIMUR
KEPULAUAN RIAU,BINTAN,GUNUNG KIJANG
KEPULAUAN RIAU,BINTAN,MANTANG
KEPULAUAN RIAU,BINTAN,SERI SRI KUALA LOBAM
KEPULAUAN RIAU,BINTAN,TAMBELAN
KEPULAUAN RIAU,BINTAN,TELUK BINTAN
KEPULAUAN RIAU,BINTAN,TELUK SEBONG
KEPULAUAN RIAU,BINTAN,TOAPAYA
SULAWESI UTARA,BITUNG,GIRIAN
JAWA TIMUR,BLITAR,KEPANJEN KIDUL
JAWA TIMUR,BLITAR,SANAN WETAN
JAWA TIMUR,BLITAR,REMBANG-BLT
JAWA TIMUR,BLITAR,SUKOREJO-BLT
JAWA TENGAH,BLORA,BLORA
JAWA TENGAH,BLORA,JATI-BOL
JAWA TENGAH,BLORA,JEPON
JAWA TENGAH,BLORA,TUNJANGAN
JAWA TENGAH,BLORA,KUNDURAN
JAWA TENGAH,BLORA,NGAWEN-BOL
JAWA TENGAH,BLORA,TODANAN
JAWA TENGAH,BLORA,JAPAH
JAWA TENGAH,BLORA,BANJAREJO
JAWA BARAT,BOGOR,BOGOR UTARA
JAWA BARAT,BOGOR,TANAH SEREAL
JAWA BARAT,BOGOR,BOGOR TIMUR
JAWA BARAT,BOGOR,BOGOR TENGAH
JAWA BARAT,BOGOR,BOGOR BARAT
JAWA TIMUR,BOJONEGORO,BOJONEGORO
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,KOTABUNAN
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,MODAYAG
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,MODAYAG BARAT
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,NUANGAN
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,TUTUYAN
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BINTAUNA
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BOLANG ITANG BARAT
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BOLANG ITANG TIMUR
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,KAIDIPANG
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,SANGKUB
SULAWESI UTARA,BOLAANG MONGONDOW,BOLAANG
SULAWESI UTARA,BOLAANG MONGONDOW,BOLAANG TIMUR
SULAWESI UTARA,BOLAANG MONGONDOW,DUMOGA BARAT
SULAWESI UTARA,BOLAANG MONGONDOW,DUMOGA TIMUR
SULAWESI UTARA,BOLAANG MONGONDOW,DUMOGA UTARA
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAK
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAYAN
SULAWESI UTARA,BOLAANG MONGONDOW,PASSI TIMUR
SULAWESI UTARA,BOLAANG MONGONDOW,POIGAR
SULAWESI UTARA,BOLAANG MONGONDOW,SANGTOMBOLANG
SULAWESI UTARA,BOLAANG MONGONDOW,BILALANG
SULAWESI UTARA,BOLAANG MONGONDOW,DUMOGA TENGAH
SULAWESI UTARA,BOLAANG MONGONDOW,DUMOGA TENGGARA
SULAWESI UTARA,BOLAANG MONGONDOW,DUMOGA
SULAWESI TENGGARA,BOMBANA,RUMBIA-RUB
SULAWESI TENGGARA,BOMBANA,RUMBIA TENGAH
JAWA TIMUR,BONDOWOSO,GRUJUGAN
JAWA TIMUR,BONDOWOSO,MAESAN
JAWA TIMUR,BONDOWOSO,TAMANAN
JAWA TIMUR,BONDOWOSO,TENGGARANG
JAWA TIMUR,BONDOWOSO,WONOSARI-BWS
JAWA TIMUR,BONDOWOSO,TEGAL AMPEL
JAWA TIMUR,BONDOWOSO,BONDOWOSO
JAWA TIMUR,BONDOWOSO,CURAHDAMI
JAWA TIMUR,BONDOWOSO,PRAJEKAN
JAWA TIMUR,BONDOWOSO,SEMPOL
JAWA TIMUR,BONDOWOSO,TLOGOSARI
JAWA TIMUR,BONDOWOSO,PAKEM-BWS
NUSA TENGGARA TIMUR,BORONG,MANGGARAI TIMUR
NUSA TENGGARA TIMUR,BORONG,ELAR
NUSA TENGGARA TIMUR,BORONG,KOTA KOMBA
NUSA TENGGARA TIMUR,BORONG,LAMBA LEDA
NUSA TENGGARA TIMUR,BORONG,POCO RANAKA
NUSA TENGGARA TIMUR,BORONG,SAMBI RAMPAS
NUSA TENGGARA TIMUR,BORONG,ELAR SELATAN
NUSA TENGGARA TIMUR,BORONG,POCO RANAKA TIMUR
NUSA TENGGARA TIMUR,BORONG,BORONG
JAWA TENGAH,BOYOLALI,BOYOLALI
JAWA TENGAH,BREBES,BREBES
JAWA TENGAH,BREBES,BUMIAYU
SUMATERA BARAT,BUKIT TINGGI,AUR BIRUGO TIGO BALEH
SUMATERA BARAT,BUKIT TINGGI,GUGUK PANJANG
SUMATERA BARAT,BUKIT TINGGI,MANDIANGIN KOTO SELAYAN
BALI,BULELENG,SINGARAJA
KALIMANTAN UTARA,BULUNGAN,PULAU BUNYU
MALUKU,BURU SELATAN,AMBALAU-NMR
MALUKU,BURU SELATAN,KEPALA MADAN
MALUKU,BURU SELATAN,LEKSULA
MALUKU,BURU SELATAN,NAMROLE
MALUKU,BURU SELATAN,FENA FAFAN
MALUKU,BURU,NAMLEA
SULAWESI TENGGARA,BUTON UTARA,BONEGUNU
RIAU,PELALAWAN,BUNUT
RIAU,PELALAWAN,KERUMUTAN
RIAU,PELALAWAN,KUALA KAMPAR
RIAU,PELALAWAN,LANGGAM
RIAU,PELALAWAN,PANGKALAN KERINCI
RIAU,PELALAWAN,PANGKALAN KURAS
RIAU,PELALAWAN,PANGKALAN LESUNG
RIAU,PELALAWAN,PELALAWAN
RIAU,PELALAWAN,TELUK MERANTI
RIAU,PELALAWAN,UKUI
SUMATERA UTARA,LANGKAT,BAHOROK
SUMATERA UTARA,LANGKAT,BATANG SERANGAN
SUMATERA UTARA,LANGKAT,BESITANG
SUMATERA UTARA,LANGKAT,BINJAI
SUMATERA UTARA,LANGKAT,GEBANG-PKD
JAWA BARAT,NGAMPRAH,CIKALONG WETAN
KALIMANTAN BARAT,BENGKAYANG,MONTERADO
SULAWESI TENGAH,MOROWALI UTARA,LEMBO RAYA
JAWA TIMUR,MALANG,KEDUNGKANDANG
SULAWESI SELATAN,MALILI,MALILI
KALIMANTAN UTARA,MALINAU,MALINAU KOTA
KALIMANTAN UTARA,MALINAU,MALINAU UTARA
KALIMANTAN UTARA,MALINAU,MALINAU SELATAN
MALUKU,MALUKU BARAT DAYA,DAMER
MALUKU,MALUKU BARAT DAYA,MDONA HYERA
MALUKU,MALUKU BARAT DAYA,MOA LAKOR
MALUKU,MALUKU BARAT DAYA,PULAU LETTI
MALUKU,MALUKU BARAT DAYA,PULAU PULAU BABAR
MALUKU,MALUKU BARAT DAYA,PULAU PULAU TERSELATAN
MALUKU,MALUKU BARAT DAYA,PULAU PULAU BABAR TIMUR
MALUKU,MALUKU BARAT DAYA,WETAR BARAT
MALUKU,MALUKU BARAT DAYA,WETAR TIMUR
MALUKU,MALUKU BARAT DAYA,WETAR UTARA
MALUKU,MALUKU BARAT DAYA,DAWELOR DAWERA
MALUKU,MALUKU BARAT DAYA,KISAR UTARA
MALUKU,MALUKU BARAT DAYA,PULAU MASELA
MALUKU,MALUKU BARAT DAYA,PULAU WETANG
MALUKU,MALUKU BARAT DAYA,PULAU LAKOR
MALUKU,MALUKU BARAT DAYA,KEPULAUAN ROMANG
SULAWESI BARAT,MAMASA,MAMASA
PAPUA,MAMBERAMO RAYA,BENUKI
PAPUA,MAMBERAMO RAYA,MAMBERAMO HILIR
PAPUA,MAMBERAMO RAYA,MAMBERAMO HULU
PAPUA,MAMBERAMO RAYA,MAMBERAMO TENGAH
PAPUA,MAMBERAMO RAYA,MAMBERAMO TENGAH TIMUR
PAPUA,MAMBERAMO RAYA,SAWAI
PAPUA,MAMBERAMO RAYA,WAROPEN ATAS
PAPUA,MAMBERAMO TENGAH,ERAGAYAM
PAPUA,MAMBERAMO TENGAH,LLUGWA
PAPUA,MAMBERAMO TENGAH,KELILA
PAPUA,MAMBERAMO TENGAH,KOBAKMA
PAPUA,MAMBERAMO TENGAH,MEGABILIS
SULAWESI BARAT,MAMUJU,MAMUJU
SULAWESI BARAT,MAMUJU,SIMBORO DAN KEPULAUAN
PAPUA BARAT,MANOKWARI SELATAN,DATARAN ISIM
PAPUA BARAT,MANOKWARI SELATAN,MOMI WAREN
PAPUA BARAT,MANOKWARI SELATAN,NENEY
PAPUA BARAT,MANOKWARI SELATAN,RANSIKI
PAPUA BARAT,MANOKWARI SELATAN,TAHOTA
PAPUA,MAPPI,ASSUE
PAPUA,MAPPI,CITAKMITAK
PAPUA,MAPPI,EDERA
PAPUA,MAPPI,HAJU
PAPUA,MAPPI,NAMBIOMAN BAPAI
PAPUA,MAPPI,OBAA
PAPUA,MAPPI,KAIBAR
PAPUA,MAPPI,MINYAMUR
PAPUA,MAPPI,PASSUE
PAPUA,MAPPI,VENAHA
PAPUA,MAPPI,BAMGI
PAPUA,MAPPI,YAKOMI
PAPUA,MAPPI,PASSUE BAWAH
PAPUA,MAPPI,TI ZAIN
KALIMANTAN SELATAN,MARABAHAN,MARABAHAN
GORONTALO,MARISA,MARISA
KALIMANTAN SELATAN,MARTAPURA(BANJARMASIN),MARTAPURA KOTA
SULAWESI SELATAN,MASAMBA,MASAMBA
JAWA BARAT,BEKASI,BABELAN
JAWA BARAT,BEKASI,MUARA GEMBONG
BANGKA BELITUNG,BELITUNG TIMUR,MANGGAR
BANGKA BELITUNG,BELITUNG,TANJUNG PANDAN
NUSA TENGGARA TIMUR,BELU,ATAMBUA BARAT
NUSA TENGGARA TIMUR,BELU,KAKULUK MASA
NUSA TENGGARA TIMUR,BELU,KOBALIMA-ABU
NUSA TENGGARA TIMUR,BELU,KOBALIMA TIMUR-ABU
NUSA TENGGARA TIMUR,BELU,MALAKA BARAT-ABU
NUSA TENGGARA TIMUR,BELU,MALAKA TIMUR-ABU
NUSA TENGGARA TIMUR,BELU,NANAET DUA BESI
NUSA TENGGARA TIMUR,BELU,RAIHAT
JAWA TENGAH,MUNGKID,BOROBUDUR-MUG
JAWA TENGAH,MUNGKID,CANDIMULYO-MUG
JAWA TENGAH,MUNGKID,DUKUN-MUG
JAWA TENGAH,MUNGKID,KALIANGKRIK-MUG
JAWA TENGAH,MUNGKID,MERTOYUDAN-MUG
JAWA TENGAH,MUNGKID,MUNGKID-MUG
JAWA TENGAH,MUNGKID,MUNTILAN-MUG
JAWA TENGAH,MUNGKID,SALAM-MUG
JAWA TENGAH,MUNGKID,SALAMAN-MUG
JAWA TENGAH,MUNGKID,SAWANGAN-MUG
JAWA TENGAH,MUNGKID,SRUMBUNG-MUG
JAWA TENGAH,MUNGKID,TEGALREJO-MUG
JAWA TENGAH,MUNGKID,TEMPURAN-MUG
JAWA TENGAH,MUNGKID,PAKIS-MUG
JAWA TENGAH,MUNGKID,SECANG-MUG
PAPUA,NABIRE,NABIRE BARAT
PAPUA,NABIRE,TELUK KIMI
PAPUA,NABIRE,MAKIMI
PAPUA,NABIRE,NAPAN
PAPUA,NABIRE,TELUK UMAR
PAPUA,NABIRE,UWAPA
PAPUA,NABIRE,WANGGAR
PAPUA,NABIRE,WAPOGA-NBX
PAPUA,NABIRE,YARO
PAPUA,NABIRE,YAUR
PAPUA,NABIRE,DIPA
PAPUA,NABIRE,MENOU
PAPUA,NABIRE,MOORA
NANGGROE ACEH DARUSSALAM,NAGAN RAYA,BEUTONG
NANGGROE ACEH DARUSSALAM,NAGAN RAYA,DARUL MAKMUR
NANGGROE ACEH DARUSSALAM,NAGAN RAYA,KUALA PESISIR
NANGGROE ACEH DARUSSALAM,NAGAN RAYA,SEUNAGAN
NANGGROE ACEH DARUSSALAM,NAGAN RAYA,SEUNAGAN TIMUR
NANGGROE ACEH DARUSSALAM,NAGAN RAYA,SUKA MAKMUE
NANGGROE ACEH DARUSSALAM,NAGAN RAYA,TADU RAYA
NANGGROE ACEH DARUSSALAM,NAGAN RAYA,BEUTONG ATEUH BANGGALANG
NANGGROE ACEH DARUSSALAM,NAGAN RAYA,SEUNEUAM
NANGGROE ACEH DARUSSALAM,NAGAN RAYA,TRIPA MAKMUR
PAPUA,NDUGA,GEAREK
PAPUA,NDUGA,GESELMA
PAPUA,NDUGA,KENYAM
PAPUA,NDUGA,MAPENDUMA
PAPUA,NDUGA,MBUA
PAPUA,NDUGA,MUGI-KYM
PAPUA,NDUGA,WOSAK
PAPUA,NDUGA,ALAMA-KYM
PAPUA,NDUGA,DAL
PAPUA,NDUGA,EMBETPEN
PAPUA,NDUGA,INIKGAL
PAPUA,NDUGA,INIYE
PAPUA,NDUGA,KEGAYEM
PAPUA,NDUGA,KILMID
PAPUA,NDUGA,KORA
PAPUA,NDUGA,KOROPTAK
PAPUA,NDUGA,KREPKURI
PAPUA,NDUGA,MBUA TENGAH
PAPUA,NDUGA,MBULMU YALMA
PAPUA,NDUGA,MEBAROK
PAPUA,NDUGA,MOBA
PAPUA,NDUGA,NENGGEAGIN
PAPUA,NDUGA,NIRKURI
PAPUA,NDUGA,PARO
PAPUA,NDUGA,PASIR PUTIH-KYM
PAPUA,NDUGA,PIJA
PAPUA,NDUGA,WUTPAGA
PAPUA,NDUGA,YAL
PAPUA,NDUGA,YENGGELO
JAWA BARAT,NGAMPRAH,PARONGPONG
JAWA BARAT,NGAMPRAH,PADALARANG
DKI JAKARTA,JAKARTA,JAGAKARSA
DKI JAKARTA,JAKARTA,MAMPANG PRAPATAN
DKI JAKARTA,JAKARTA,PANCORAN
DKI JAKARTA,JAKARTA,TEBET
DKI JAKARTA,JAKARTA,SETIABUDI
JAMBI,JAMBI,PELAYANGAN
JAMBI,JAMBI,JAMBI SELATAN
JAMBI,JAMBI,JAMBI TIMUR
JAMBI,JAMBI,KOTA BARU-DJB
JAMBI,JAMBI,DANAU TELUK
JAMBI,JAMBI,TELANAIPURA
JAMBI,JAMBI,JELUTUNG
NANGGROE ACEH DARUSSALAM,JANTHO,JANTHO
PAPUA,JAYAPURA,MUARA TAMI
PAPUA,JAYAWIJAYA,WAMENA
BALI,JEMBRANA,NEGARA
BALI,JEMBRANA,JEMBRANA
JAWA TENGAH,JEPARA,JEPARA
NUSA TENGGARA BARAT,KAB.BIMA,SANGGAR
GORONTALO,KAB.GORONTALO,LIMBOTO
GORONTALO,KAB.GORONTALO,LIMBOTO BARAT-LBO
GORONTALO,KAB.GORONTALO,TELAGA JAYA-LBO
PAPUA BARAT,KAB.SORONG,AIMAS
PAPUA BARAT,KAB.SORONG,BERAUR
PAPUA BARAT,KAB.SORONG,KLAMONO
PAPUA BARAT,KAB.SORONG,MAKBON
PAPUA BARAT,KAB.SORONG,MAYAMUK
PAPUA BARAT,KAB.SORONG,SALAWATI
PAPUA BARAT,KAB.SORONG,SALAWATI SELATAN
PAPUA BARAT,KAB.SORONG,SAYOSA
PAPUA BARAT,KAB.SORONG,SEGET
PAPUA BARAT,KAB.SORONG,SEGUN
PAPUA BARAT,KAB.SORONG,KLABOT
PAPUA BARAT,KAB.SORONG,KLASO
PAPUA BARAT,KAB.SORONG,KLAWAK
PAPUA BARAT,KAB.SORONG,MARIAT
PAPUA BARAT,KAB.SORONG,MAUDUS
PAPUA BARAT,KAB.SORONG,MOISEGEN
PAPUA BARAT,KAIMANA,KAIMANA
JAWA TENGAH,KAJEN PEKALONGAN,KARANGANYAR-KJN
NUSA TENGGARA TIMUR,KALABAHI,PANTAR
NUSA TENGGARA TIMUR,KALABAHI,ALOR BARAT DAYA
NUSA TENGGARA TIMUR,KALABAHI,ALOR BARAT LAUT
NUSA TENGGARA TIMUR,KALABAHI,ALOR SELATAN
NUSA TENGGARA TIMUR,KALABAHI,ALOR TENGAH UTARA
NUSA TENGGARA TIMUR,KALABAHI,ALOR TIMUR
NUSA TENGGARA TIMUR,KALABAHI,ALOR TIMUR LAUT
NUSA TENGGARA TIMUR,KALABAHI,PANTAR BARAT
NUSA TENGGARA TIMUR,KALABAHI,PANTAR TENGAH
NUSA TENGGARA TIMUR,KALABAHI,PANTAR TIMUR
KALIMANTAN SELATAN,KANDANGAN,KANDANGAN-KDG
JAWA TENGAH,KARANG ANYAR,KARANG ANYAR
BALI,KARANG ASEM,AMLAPURA
BALI,KARANG ASEM,ABANG
BALI,KARANG ASEM,BEBANDEM
BALI,KARANG ASEM,KARANG ASEM
BALI,KARANG ASEM,KUBU-APU
BALI,KARANG ASEM,MANGGIS
BALI,KARANG ASEM,RENDANG
BALI,KARANG ASEM,SELAT-APU
BALI,KARANG ASEM,SIDEMEN
KEPULAUAN RIAU,KARIMUN,BURU
KEPULAUAN RIAU,KARIMUN,MORO
SUMATERA UTARA,KARO,BRASTAGI
KALIMANTAN TENGAH,KATINGAN,BUKIT RAYA-KSG
KALIMANTAN TENGAH,KATINGAN,KATINGAN HILIR
KALIMANTAN TENGAH,KATINGAN,KATINGAN TENGAH
KALIMANTAN TENGAH,KATINGAN,PETAK MALAI
SUMATERA SELATAN,KAYU AGUNG,KAYU AGUNG
JAWA TENGAH,KEBUMEN,KEBUMEN
JAWA TIMUR,KEDIRI,KEDIRI KOTA
JAWA TIMUR,KEDIRI,MOJOROTO
JAWA TIMUR,KEDIRI,PESANTREN
JAWA TENGAH,KENDAL,KENDAL-KNL
SULAWESI TENGGARA,KENDARI,BARUGA
SULAWESI TENGGARA,KENDARI,KADIA
SULAWESI TENGGARA,KENDARI,PUUWATU
SULAWESI TENGGARA,KENDARI,MANDONGA
SULAWESI TENGGARA,KENDARI,KENDARI
SULAWESI TENGGARA,KENDARI,KENDARI BARAT
SULAWESI TENGGARA,KENDARI,KAMBU
SULAWESI TENGGARA,KENDARI,ABELI
SULAWESI UTARA,KEPULAUAN SIAU,BIARO
SULAWESI UTARA,KEPULAUAN SIAU,SIAU BARAT
SULAWESI UTARA,KEPULAUAN SIAU,SIAU BARAT SELATAN
SULAWESI UTARA,KEPULAUAN SIAU,SIAU BARAT UTARA
SULAWESI UTARA,KEPULAUAN SIAU,SIAU TIMUR
SULAWESI UTARA,KEPULAUAN SIAU,SIAU TIMUR SELATAN
SULAWESI UTARA,KEPULAUAN SIAU,TAGULANDANG
SULAWESI UTARA,KEPULAUAN SIAU,TAGULANDANG SELATAN
SULAWESI UTARA,KEPULAUAN SIAU,TAGULANDANG UTARA
MALUKU UTARA,KEPULAUAN TALIABU,BOBONG
MALUKU UTARA,KEPULAUAN TALIABU,NGGELE
MALUKU UTARA,KEPULAUAN TALIABU,SAMUYA
MALUKU UTARA,KEPULAUAN TALIABU,LOSSENG
MALUKU UTARA,KEPULAUAN TALIABU,PANCADU
MALUKU UTARA,KEPULAUAN TALIABU,GELA
MALUKU UTARA,KEPULAUAN TALIABU,TABONA
MALUKU UTARA,KEPULAUAN TALIABU,LEDE
MALUKU UTARA,KEPULAUAN TALIABU,TALIABU BARAT
MALUKU UTARA,KEPULAUAN TALIABU,TALIABU BARAT LAUT
MALUKU UTARA,KEPULAUAN TALIABU,TALIABU TIMUR
MALUKU UTARA,KEPULAUAN TALIABU,TALIABU TIMUR SELATAN
MALUKU UTARA,KEPULAUAN TALIABU,TALIABU UTARA
KALIMANTAN BARAT,KETAPANG,KETAPANG KOTA
JAWA TENGAH,KLATEN,KLATEN TENGAH
JAWA TENGAH,KLATEN,KLATEN UTARA
JAWA TENGAH,KLATEN,KLATEN SELATAN
SULAWESI TENGGARA,KOLAKA,TOARI
SULAWESI TENGGARA,KONAWE SELATAN,ANDOOLO
SULAWESI UTARA,KOTA MOBAGU,KOTAMOBAGU BARAT
SULAWESI UTARA,KOTA MOBAGU,KOTAMUBAGU SELATAN
SULAWESI UTARA,KOTA MOBAGU,KOTAMUBAGU TIMUR
SULAWESI UTARA,KOTA MOBAGU,KOTAMUBAGU UTARA
KALIMANTAN SELATAN,KOTABARU,HAMPANG
KALIMANTAN SELATAN,KOTABARU,KELUMPANG BARAT
KALIMANTAN SELATAN,KOTABARU,KELUMPANG HILIR
KALIMANTAN SELATAN,KOTABARU,KELUMPANG HULU
KALIMANTAN SELATAN,KOTABARU,KELUMPANG TENGAH
KALIMANTAN SELATAN,KOTABARU,KELUMPANG UTARA
KALIMANTAN SELATAN,KOTABARU,PAMUKAN BARAT
KALIMANTAN SELATAN,KOTABARU,PAMUKAN SELATAN
KALIMANTAN SELATAN,KOTABARU,PAMUKAN UTARA
KALIMANTAN SELATAN,KOTABARU,PULAU LAUT BARAT
KALIMANTAN SELATAN,KOTABARU,PULAU LAUT KEPULAUAN
KALIMANTAN SELATAN,KOTABARU,PULAU LAUT SELATAN
KALIMANTAN SELATAN,KOTABARU,PULAU LAUT TENGAH
KALIMANTAN SELATAN,KOTABARU,PULAU LAUT TIMUR
KALIMANTAN SELATAN,KOTABARU,PULAU LAUT UTARA
KALIMANTAN SELATAN,KOTABARU,PULAU SEBUKU
KALIMANTAN SELATAN,KOTABARU,PULAU SEMBILAN-KBW
KALIMANTAN SELATAN,KOTABARU,SAMPANAHAN
KALIMANTAN SELATAN,KOTABARU,SUNGAI DURIAN
KALIMANTAN TENGAH,KUALA KURUN,KURUN
NANGGROE ACEH DARUSSALAM,KUALA SIMPANG,KUALA SIMPANG
JAWA TENGAH,KUDUS,KUDUS KOTA
D.I. YOGYAKARTA,KULON PROGO,WATES-KLP
JAWA BARAT,KUNINGAN,KUNINGAN
NUSA TENGGARA TIMUR,KUPANG,AMABI OEFETO-KOE
NUSA TENGGARA TIMUR,KUPANG,AMABI OEFETO TIMUR
NUSA TENGGARA TIMUR,KUPANG,AMARASI-KOE
NUSA TENGGARA TIMUR,KUPANG,AMARASI BARAT
NUSA TENGGARA TIMUR,KUPANG,AMARASI SELATAN
NUSA TENGGARA TIMUR,KUPANG,AMARASI TIMUR
NUSA TENGGARA TIMUR,KUPANG,AMFOANG BARAT DAYA
NUSA TENGGARA TIMUR,KUPANG,AMFOANG SELATAN
NUSA TENGGARA TIMUR,KUPANG,AMFOANG TIMUR
NUSA TENGGARA TIMUR,KUPANG,AMFOANG UTARA
NUSA TENGGARA TIMUR,KUPANG,FATULEU-KOE
NUSA TENGGARA TIMUR,KUPANG,FATULEU TENGAH
SUMATERA UTARA,SAMOSIR,ONAN RUNGGU
SUMATERA UTARA,SAMOSIR,PALIPI
SUMATERA UTARA,SAMOSIR,RONGGUR NIHUTA
SUMATERA UTARA,SAMOSIR,SIANJUR MULA-MULA
SUMATERA UTARA,SAMOSIR,SIMANINDO
KALIMANTAN TIMUR,PENAJAM,BABULU
KALIMANTAN TIMUR,PENAJAM,WARU-PNJ
KALIMANTAN TIMUR,PENAJAM,PENAJAM
SUMATERA BARAT,PESISIR SELATAN,BASA AMPEK IV BALAI TAPAN
SUMATERA BARAT,PESISIR SELATAN,BATANG KAPAS
SUMATERA BARAT,PESISIR SELATAN,BAYANG
SUMATERA BARAT,PESISIR SELATAN,BAYANG UTARA
SUMATERA BARAT,PESISIR SELATAN,IV JURAI
SUMATERA BARAT,PESISIR SELATAN,KOTO XI TARUSAN
SUMATERA BARAT,PESISIR SELATAN,LENGAYANG
SUMATERA BARAT,PESISIR SELATAN,LINGGO SARI BAGANTI
SUMATERA BARAT,PESISIR SELATAN,LUNANG
SUMATERA BARAT,PESISIR SELATAN,PANCUNG SOAL
SUMATERA BARAT,PESISIR SELATAN,RANAH PESISIR
SUMATERA BARAT,PESISIR SELATAN,SUTERA
SUMATERA BARAT,PESISIR SELATAN,AIRPURA
SUMATERA BARAT,PESISIR SELATAN,RANAH AMPEK HULU TAPAN
SUMATERA BARAT,PESISIR SELATAN,SILAUT
JAWA TIMUR,PONOROGO,NGRAYUN
JAWA TIMUR,PONOROGO,SLAHUNG
JAWA TIMUR,PONOROGO,BUNGKAL
JAWA TIMUR,PONOROGO,SAMBIT
JAWA TIMUR,PONOROGO,SAWOO
JAWA TIMUR,PONOROGO,SOOKO-PNO
JAWA TIMUR,PONOROGO,PUDAK
JAWA TIMUR,PONOROGO,PULUNG
JAWA TIMUR,PONOROGO,MLARAK
JAWA TIMUR,PONOROGO,SIMAN
JAWA TIMUR,PONOROGO,JETIS-PNO
JAWA TIMUR,PONOROGO,BALONG
JAWA TIMUR,PONOROGO,KAUMAN-PNO
JAWA TIMUR,PONOROGO,JAMBON
JAWA TIMUR,PONOROGO,BADEGAN
JAWA TIMUR,PONOROGO,SAMPUNG
JAWA TIMUR,PONOROGO,SUKOREJO-PNO
JAWA TIMUR,PONOROGO,BABADAN
JAWA TIMUR,PONOROGO,JENANGAN
JAWA TIMUR,PONOROGO,NGEBEL
SUMATERA BARAT,PADANG PARIAMAN,KAYU TANAM
SUMATERA BARAT,PADANG PARIAMAN,BATANG ANAI
SUMATERA BARAT,PADANG PARIAMAN,BATANG GASAN
SUMATERA BARAT,PADANG PARIAMAN,ENAM LINGKUNG
SUMATERA BARAT,PADANG PARIAMAN,AUR MALINTANG
SUMATERA BARAT,PADANG PARIAMAN,NAN SABARIS
SUMATERA BARAT,PADANG PARIAMAN,PADANG SAGO
SUMATERA BARAT,PADANG PARIAMAN,PATAMUAN
SUMATERA BARAT,PADANG PARIAMAN,SINTUAK TOBOH GADANG
SUMATERA BARAT,PADANG PARIAMAN,SUNGAI GARINGGIANG
SUMATERA BARAT,PADANG PARIAMAN,SUNGAI LIMAU
